ci_hi_2-9.6s,ci_hi_<=2s,ci_hi_>9.6s,ci_lo_2-9.6s,ci_lo_<=2s,ci_lo_>9.6s,elapsed_s,include_gk,match_id,mean_all,median_2-9.6s,median_<=2s,median_>9.6s,median_all,median_ci_hi,median_ci_lo,method,n,p90_all,share_2-9.6s,share_<=2s,share_>9.6s,width_m
12.52150979042053,2.5767885625362394,25.540549421310423,11.084603905677795,2.198313319683075,21.854460024833678,3.2,True,metrica_1,18.143712116472763,11.826889991760254,2.3756227493286133,23.564743995666504,16.372517585754395,18.242488002777097,14.483119797706603,B1,84420,35.184010696411136,0.31579009713338074,0.13256337360814974,0.5516465292584696,44.0
10.832913494110107,4.923692494630814,17.65027208328247,8.961734771728516,4.410087692737579,13.821383893489838,3.2,True,metrica_1,13.856286616712408,9.85015869140625,4.651325225830078,15.688947677612305,11.679059028625488,12.988237190246581,10.499620962142945,B2,84420,27.165371513366704,0.31579009713338074,0.13256337360814974,0.5516465292584696,44.0
21.48246519565582,16.620080995559693,24.170525074005127,19.38373258113861,15.148549211025237,19.757362937927248,3.6,True,metrica_1,21.300659971210855,20.404165267944336,15.89967155456543,21.82157325744629,20.370448112487793,21.80538568496704,19.03616898059845,B5,84420,34.28362197875978,0.31579009713338074,0.13256337360814974,0.5516465292584696,44.0
13.541352987289429,7.8215903520584105,19.338459157943724,11.184714365005494,6.9944991111755375,15.27855280637741,3.9,True,metrica_1,15.862351945935828,12.28864860534668,7.450575351715088,17.33945941925049,13.62572193145752,15.210720133781432,12.416293811798095,B3E,84420,29.597154045104986,0.31579009713338074,0.13256337360814974,0.5516465292584696,44.0
10.190459525585174,2.3453110873699186,17.6461843252182,8.433655738830566,2.088540703058243,13.82096869945526,3.7,True,metrica_1,13.341897470317152,9.235712051391602,2.2236039638519287,15.688386917114258,11.27988862991333,12.546200227737426,10.01422996520996,B3V,84420,27.089839744567872,0.31579009713338074,0.13256337360814974,0.5516465292584696,44.0
12.69457116127014,3.558415088057518,19.33704376220703,10.48159009218216,3.1292567253112793,15.276225709915161,4.2,True,metrica_1,15.108134637117294,11.544923782348633,3.3539838790893555,17.33836555480957,13.02111005783081,14.483730566501617,11.63991812467575,B3,84420,29.4052827835083,0.31579009713338074,0.13256337360814974,0.5516465292584696,44.0
9.236276817321777,3.6980002403259276,17.7304799079895,7.329180490970612,3.1680685967206954,13.679250848293304,4.3,True,metrica_1,13.907399365451479,8.154619216918945,3.422222375869751,15.601943016052246,10.74090051651001,12.348342084884642,9.469512796401977,B4,84420,29.360206413269044,0.31579009713338074,0.13256337360814974,0.5516465292584696,44.0
11.72689380645752,2.494878578186035,24.52965111732483,10.577082669734954,2.2534934133291245,20.771306538581847,3.4,True,metrica_2,16.96779338028779,11.136014938354492,2.373147130012512,22.399139404296875,14.844584465026855,16.415961170196532,13.358569192886353,B1,84959,34.26328353881836,0.34622582657517154,0.156946291740722,0.49682788168410646,44.0
9.864041686058044,4.919625735282898,18.55609130859375,8.566332805156708,4.417720091342926,15.533694040775298,3.4,True,metrica_2,13.409429438004357,9.210736274719238,4.6765806674957275,16.893244743347168,11.195554733276367,12.239320373535156,10.07085177898407,B2,84959,26.238047409057614,0.34622582657517154,0.156946291740722,0.49682788168410646,44.0
19.15109634399414,14.960182476043702,23.289492082595824,16.808153676986695,13.380558586120605,19.56140878200531,3.8,True,metrica_2,20.242854569245633,18.08512306213379,14.249450206756592,21.195892333984375,18.85026741027832,20.014720487594605,17.58142247200012,B5,84959,35.50517425537109,0.34622582657517154,0.156946291740722,0.49682788168410646,44.0
12.587130856513976,7.656951904296875,19.704705047607423,10.723753952980042,6.849168080091476,16.79780807495117,3.9,True,metrica_2,15.471158237113972,11.636590957641602,7.261346817016602,18.2175235748291,13.505411148071289,14.628410911560056,12.440300703048706,B3E,84959,28.664413452148438,0.34622582657517154,0.156946291740722,0.49682788168410646,44.0
9.232538866996766,2.3580616861581802,18.555090451240538,7.967438793182373,2.1257139563560488,15.531429743766784,3.6,True,metrica_2,12.822722180835234,8.672928810119629,2.248142719268799,16.890392303466797,10.604812622070312,11.7493243932724,9.495161712169647,B3V,84959,26.10644645690918,0.34622582657517154,0.156946291740722,0.49682788168410646,44.0
11.726680827140807,3.5058730363845827,19.704475736618043,10.00813069343567,3.1286602288484575,16.79752631187439,4.3,True,metrica_2,14.595389470624106,10.86694049835205,3.328588604927063,18.216068267822266,12.669986724853516,13.924039673805236,11.469650220870971,B3,84959,28.399698257446282,0.34622582657517154,0.156946291740722,0.49682788168410646,44.0
7.959824311733246,3.3485023438930512,18.5866614818573,6.628323113918304,2.93407826423645,14.925853216648102,4.2,True,metrica_2,13.206309627605108,7.242527961730957,3.1562501192092896,16.59203052520752,9.596263885498047,11.060509037971496,8.46397294998169,B4,84959,29.49684257507324,0.34622582657517154,0.156946291740722,0.49682788168410646,44.0
14.03627061843872,3.2393670260906218,24.029282188415525,13.073362576961518,3.025896766781807,22.237313795089722,0.8,True,SYNTH01,13.693644573073207,13.613577365875244,3.156421661376953,23.12837791442871,13.451623916625977,14.289219331741332,12.62330436706543,B1,14991,24.78659439086914,0.49456340470949234,0.2177973450737109,0.28763925021679676,44.0
10.599997520446777,9.786043393611909,10.623661744594573,9.941018176078796,9.298298525810242,8.947547698020935,0.7,True,SYNTH01,9.696883833630615,10.300842761993408,9.552417755126953,9.582547187805176,9.953974723815918,10.385708737373353,9.500632429122925,B2,14991,12.597301483154297,0.49456340470949234,0.2177973450737109,0.28763925021679676,44.0
12.265606117248534,11.609152090549468,11.824966311454773,11.824418938159942,11.30435106754303,10.939470553398133,0.8,True,SYNTH01,11.592033715545037,12.027939319610596,11.444931030273438,11.382753372192383,11.706145286560059,11.956329178810119,11.525163435935974,B5,14991,13.698925971984863,0.49456340470949234,0.2177973450737109,0.28763925021679676,44.0
11.957127571105957,11.198030042648316,11.665410745143891,11.400886940956116,10.924946522712707,10.400369238853454,0.8,True,SYNTH01,11.247887617921775,11.65776014328003,11.049567222595215,11.072381496429443,11.36401081085205,11.652917647361756,11.074289786815644,B3E,14991,13.44307804107666,0.49456340470949234,0.2177973450737109,0.28763925021679676,44.0
10.099595117568969,5.076747143268585,10.616430282592772,9.481035721302032,4.685644626617432,8.949008929729462,0.7,True,SYNTH01,8.59509923390149,9.798213958740234,4.874844074249268,9.585710048675537,9.00511360168457,9.426454281806945,8.71435730457306,B3V,14991,12.299328804016113,0.49456340470949234,0.2177973450737109,0.28763925021679676,44.0
11.408542466163635,5.9801553845405575,11.6615380525589,10.883212089538574,5.50327730178833,10.40937705039978,0.9,True,SYNTH01,9.894961048555011,11.157801628112793,5.7692131996154785,11.07401180267334,10.564311027526855,10.899262547492981,10.269593465328217,B3,14991,13.128687858581543,0.49456340470949234,0.2177973450737109,0.28763925021679676,44.0
3.852299213409423,2.606955164670944,4.516351354122161,3.1603950202465056,2.335869562625885,3.129415038228035,0.8,True,SYNTH01,3.558495347218921,3.5213767290115356,2.474919319152832,3.761058211326599,3.2734909057617188,3.6831284791231154,2.968328708410263,B4,14991,5.780179500579834,0.49456340470949234,0.2177973450737109,0.28763925021679676,44.0
13.050774264335631,3.2765474051237105,23.538463258743285,12.367398250102998,2.9703193068504334,18.439886593818663,0.8,True,SYNTH02,13.39584704447776,12.651910781860352,3.1380773782730103,21.58582305908203,10.644392490386963,12.385368525981903,9.589596629142761,B1,17072,26.986623382568357,0.3667994376757263,0.18896438612933458,0.4442361761949391,44.0
10.630731666088105,9.838755667209625,9.377311396598815,9.561881351470948,9.025458598136902,8.19098436832428,0.7,True,SYNTH02,9.148669963510534,10.092795848846436,9.489803791046143,8.844098567962646,9.354876518249512,9.807126343250275,9.048180162906647,B2,17072,12.420089721679688,0.3667994376757263,0.18896438612933458,0.4442361761949391,44.0
12.446505403518676,11.859954583644868,11.27503468990326,11.870308089256287,11.376481533050537,9.668560862541199,0.8,True,SYNTH02,10.963175439873698,12.132007598876953,11.635109424591064,10.726018905639648,11.550798892974854,11.687341809272766,11.443707513809205,B5,17072,13.746551132202148,0.3667994376757263,0.18896438612933458,0.4442361761949391,44.0
11.995176887512207,11.163855826854705,10.87008821964264,11.382842147350312,10.800230133533478,9.436477935314178,0.8,True,SYNTH02,10.546980173149842,11.645229816436768,10.978517532348633,10.261177062988281,11.032827377319336,11.223914074897767,10.901338672637939,B3E,17072,13.373923015594482,0.3667994376757263,0.18896438612933458,0.4442361761949391,44.0
10.059301853179932,5.152927672863006,9.378410387039184,9.056930303573608,4.410263538360596,8.191915547847747,0.8,True,SYNTH02,8.245822927726898,9.544743537902832,4.841613054275513,8.84409236907959,8.56295919418335,8.954343342781067,8.18695546388626,B3V,17072,12.08121566772461,0.3667994376757263,0.18896438612933458,0.4442361761949391,44.0
11.458234512805939,5.968973994255066,10.869462180137633,10.81428017616272,5.293784141540527,9.434645390510559,0.9,True,SYNTH02,9.43719726043597,11.10606575012207,5.672440052032471,10.261414051055908,10.060813426971436,10.378824234008789,9.711630940437317,B3,17072,13.137216281890868,0.3667994376757263,0.18896438612933458,0.4442361761949391,44.0
3.614176481962204,2.5970368176698684,4.548827433586121,2.9802590906620026,2.257564067840576,4.103447127342224,0.9,True,SYNTH02,4.017894904392151,3.2671693563461304,2.419983744621277,4.315587282180786,3.5046334266662598,3.724049437046051,3.2705950409173967,B4,17072,7.2111100196838365,0.3667994376757263,0.18896438612933458,0.4442361761949391,44.0
13.351716828346252,3.2450254797935485,24.321417474746703,12.656011581420898,2.99408221244812,22.40128037929535,0.7,True,SYNTH03,14.062566953534281,13.021980285644531,3.1309494972229004,23.552011489868164,13.182610511779785,14.754124760627745,12.030269801616669,B1,15923,26.319871520996106,0.44093449726810274,0.2056773221126672,0.35338818061923005,44.0
10.969666957855225,10.036103534698487,10.633937060832977,10.274002385139465,9.518381643295289,9.093028330802918,0.7,True,SYNTH03,9.779014835131457,10.578060150146484,9.810332298278809,9.854155540466309,10.199292182922363,10.56385657787323,9.863789796829224,B2,15923,12.76575984954834,0.44093449726810274,0.2056773221126672,0.35338818061923005,44.0
12.39337648153305,11.782600402832031,12.29447510242462,11.924426293373108,11.368047189712524,11.139639329910278,0.8,True,SYNTH03,11.593896339863589,12.138740539550781,11.546648979187012,11.759528160095215,11.88000202178955,12.174059224128722,11.6325688123703,B5,15923,13.799910545349121,0.44093449726810274,0.2056773221126672,0.35338818061923005,44.0
12.133568072319031,11.333737707138061,11.920544362068176,11.51405053138733,10.881046295166016,10.81967260837555,0.8,True,SYNTH03,11.259562003137493,11.794631004333496,11.109453201293945,11.390613555908203,11.500375747680664,11.835685670375824,11.256296730041504,B3E,15923,13.574395751953126,0.44093449726810274,0.2056773221126672,0.35338818061923005,44.0
10.353546357154846,5.079290837049484,10.636805438995362,9.717800199985504,4.693799859285354,9.092409706115722,0.8,True,SYNTH03,8.699306618636808,10.019431114196777,4.885310173034668,9.852010726928711,9.17048168182373,9.583255994319916,8.76688551902771,B3V,15923,12.433161926269534,0.44093449726810274,0.2056773221126672,0.35338818061923005,44.0
11.506662225723266,5.980306094884872,11.917828679084778,10.946765100955963,5.5452905118465425,10.817639112472534,0.9,True,SYNTH03,9.95388878051175,11.203158378601074,5.762071132659912,11.391825675964355,10.71468734741211,11.074680793285369,10.30865545272827,B3,15923,13.246723937988284,0.44093449726810274,0.2056773221126672,0.35338818061923005,44.0
3.781329071521759,2.748237735033035,4.387705296278,3.0713032245635987,2.2850753128528596,3.5122702747583388,0.9,True,SYNTH03,3.628400950657442,3.390544891357422,2.5056498050689697,4.015041351318359,3.372421979904175,3.75546170771122,3.0270079225301743,B4,15923,5.793356895446778,0.44093449726810274,0.2056773221126672,0.35338818061923005,44.0
